dataset,field_id,scene_date,scene_id,polarization,zonal_mean_db,zonal_min_db,zonal_max_db,zonal_median_db,valid_pixel_count,nodata_pixel_count,radar_raster
sp,SP_2_6,2026-08-05,S1D_IW_GRDH_1SDV_20260805T033713_20260805T033738_003985_0073C9_rtc,VV,-5.621059808811212,-13.602088890394722,-0.5698899665043309,-5.857030671217505,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-05/sentinel_rtc.tif
sp,SP_2_6,2026-08-08,S1D_IW_GRDH_1SDV_20260808T151329_20260808T151353_004036_00757E_rtc,VH,-12.237568866089267,-18.389583853396644,-6.621342491322741,-12.50145515955589,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-08/sentinel_rtc.tif
sp,SP_2_6,2026-08-08,S1D_IW_GRDH_1SDV_20260808T151329_20260808T151353_004036_00757E_rtc,VV,-5.156727382400179,-11.936653238375687,1.1062308706648623,-5.458184687889167,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-08/sentinel_rtc.tif
sp,SP_2_6,2026-08-10,S1D_IW_GRDH_1SDV_20260810T034532_20260810T034601_004058_007649_rtc,VH,-12.501487497353294,-18.840091387303534,-8.50120371674131,-12.721769897084904,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-10/sentinel_rtc.tif
sp,SP_2_6,2026-08-10,S1D_IW_GRDH_1SDV_20260810T034532_20260810T034601_004058_007649_rtc,VV,-4.524022666406271,-12.91821398862335,0.46203799285178193,-4.7396888850054255,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-10/sentinel_rtc.tif
sp,SP_2_6,2026-08-11,S1C_IW_GRDH_1SDV_20260811T033659_20260811T033724_008942_011BD4_rtc,VH,-12.87884083798376,-21.140259906063093,-8.456478175293864,-13.063629121404789,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-11/sentinel_rtc.tif
sp,SP_2_6,2026-08-11,S1C_IW_GRDH_1SDV_20260811T033659_20260811T033724_008942_011BD4_rtc,VV,-5.347430666218884,-12.966236206802364,-0.449017502473364,-5.555064399883331,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-11/sentinel_rtc.tif
sp,SP_2_6,2026-08-14,S1C_IW_GRDH_1SDV_20260814T151317_20260814T151341_008993_011D90_rtc,VH,-12.840868164174484,-18.993908515032444,-8.466196977476354,-13.0306995993796,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-14/sentinel_rtc.tif
sp,SP_2_6,2026-08-14,S1C_IW_GRDH_1SDV_20260814T151317_20260814T151341_008993_011D90_rtc,VV,-6.2815303943362295,-13.887500155203274,-2.0021025649935447,-6.446720029899157,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-14/sentinel_rtc.tif
sp,SP_2_6,2026-08-16,S1C_IW_GRDH_1SDV_20260816T034519_20260816T034548_009015_011E59_rtc,VH,-12.697766177026871,-20.743743022505686,-8.574411016468488,-12.89074919633244,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-16/sentinel_rtc.tif
sp,SP_2_6,2026-08-16,S1C_IW_GRDH_1SDV_20260816T034519_20260816T034548_009015_011E59_rtc,VV,-5.534003794381307,-13.776261731869845,-1.2664721871722986,-5.781402327593725,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-16/sentinel_rtc.tif
sp,SP_2_6,2026-08-17,S1D_IW_GRDH_1SDV_20260817T033714_20260817T033739_004160_0079CD_rtc,VH,-13.201501039785711,-20.061973964449294,-8.466714791414521,-13.444292718105258,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-17/sentinel_rtc.tif
sp,SP_2_6,2026-08-17,S1D_IW_GRDH_1SDV_20260817T033714_20260817T033739_004160_0079CD_rtc,VV,-6.414293383959279,-19.705223548787078,-0.9032528106907272,-6.614115837536164,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-17/sentinel_rtc.tif
sp,SP_2_6,2026-08-20,S1D_IW_GRDH_1SDV_20260820T151330_20260820T151354_004211_007B94_rtc,VH,-13.141504271657281,-20.207080762525113,-8.122972774265078,-13.382041783987841,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-20/sentinel_rtc.tif
sp,SP_2_6,2026-08-20,S1D_IW_GRDH_1SDV_20260820T151330_20260820T151354_004211_007B94_rtc,VV,-6.155399862433456,-12.205148243716113,-1.9158246704772188,-6.37946705757472,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-20/sentinel_rtc.tif
sp,SP_2_6,2026-08-22,S1D_IW_GRDH_1SDV_20260822T034532_20260822T034601_004233_007C63_rtc,VH,-13.05726876949196,-20.703523246585146,-8.287521470975364,-13.30953523336458,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-22/sentinel_rtc.tif
sp,SP_2_6,2026-08-22,S1D_IW_GRDH_1SDV_20260822T034532_20260822T034601_004233_007C63_rtc,VV,-5.54851811622187,-16.512749957047262,-1.0823242965727276,-5.730275126366017,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-22/sentinel_rtc.tif
sp,SP_2_6,2026-08-23,S1C_IW_GRDH_1SDV_20260823T033700_20260823T033725_009117_01219B_rtc,VH,-13.205693832046085,-23.39128389127906,-8.821604338934542,-13.388012156540814,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-23/sentinel_rtc.tif
sp,SP_2_6,2026-08-23,S1C_IW_GRDH_1SDV_20260823T033700_20260823T033725_009117_01219B_rtc,VV,-6.177634162325035,-16.179050238619777,-1.7180655416701143,-6.37636530090663,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-23/sentinel_rtc.tif
sp,SP_2_6,2026-08-26,S1C_IW_GRDH_1SDV_20260826T151317_20260826T151341_009168_012368_rtc,VH,-13.301875593319473,-22.175910177323857,-8.560733558527826,-13.485093826813028,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-26/sentinel_rtc.tif
sp,SP_2_6,2026-08-26,S1C_IW_GRDH_1SDV_20260826T151317_20260826T151341_009168_012368_rtc,VV,-6.418976476153836,-14.124269793990978,-1.6850032260177414,-6.6852103502244,6453,1919,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_6/2026-08-26/sentinel_rtc.tif
sp,SP_2_7,2026-04-06,S1C_IW_GRDH_1SDV_20260406T033655_20260406T033720_007090_00E5B7_rtc,VH,-16.734197551561568,-22.61391425908173,-10.714324099274336,-17.059927681557436,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-06/sentinel_rtc.tif
sp,SP_2_7,2026-04-06,S1C_IW_GRDH_1SDV_20260406T033655_20260406T033720_007090_00E5B7_rtc,VV,-7.940648448893253,-16.04366487751364,-3.648028497911403,-8.223979744697749,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-06/sentinel_rtc.tif
sp,SP_2_7,2026-04-09,S1C_IW_GRDH_1SDV_20260409T151312_20260409T151336_007141_00E773_rtc,VH,-13.307352870875707,-19.556799933692442,-8.651417951051585,-13.539196291141494,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-09/sentinel_rtc.tif
sp,SP_2_7,2026-04-09,S1C_IW_GRDH_1SDV_20260409T151312_20260409T151336_007141_00E773_rtc,VV,-4.841821742114111,-13.197564463065723,-0.03208298358327763,-5.055475616377444,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-09/sentinel_rtc.tif
sp,SP_2_7,2026-04-11,S1C_IW_GRDH_1SDV_20260411T034514_20260411T034544_007163_00E838_rtc,VH,-12.554392888561809,-19.22174450674676,-7.934314562310054,-12.719755087578392,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-11/sentinel_rtc.tif
sp,SP_2_7,2026-04-11,S1C_IW_GRDH_1SDV_20260411T034514_20260411T034544_007163_00E838_rtc,VV,-4.131380954991481,-14.863490592614744,0.5205976898004343,-4.297596452699987,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-11/sentinel_rtc.tif
sp,SP_2_7,2026-04-12,S1A_IW_GRDH_1SDV_20260412T033800_20260412T033825_064041_080EBE_rtc,VH,-13.041037316954196,-19.720033237031018,-7.752994708312025,-13.346273771567255,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-12/sentinel_rtc.tif
sp,SP_2_7,2026-04-12,S1A_IW_GRDH_1SDV_20260412T033800_20260412T033825_064041_080EBE_rtc,VV,-4.975227125918946,-13.200319343704034,0.28552717943713374,-5.168695199948907,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-12/sentinel_rtc.tif
sp,SP_2_7,2026-04-18,S1C_IW_GRDH_1SDV_20260418T033655_20260418T033720_007265_00EB9A_rtc,VH,-13.187472216815742,-20.20372138064191,-7.222413943055706,-13.476671158960002,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-18/sentinel_rtc.tif
sp,SP_2_7,2026-04-18,S1C_IW_GRDH_1SDV_20260418T033655_20260418T033720_007265_00EB9A_rtc,VV,-5.087213811566182,-13.217992150007625,-0.6304425263283809,-5.2823791202101935,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-18/sentinel_rtc.tif
sp,SP_2_7,2026-04-21,S1C_IW_GRDH_1SDV_20260421T151313_20260421T151337_007316_00ED60_rtc,VH,-13.412174435504662,-19.902220292495556,-8.372538967534823,-13.65504229934144,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-21/sentinel_rtc.tif
sp,SP_2_7,2026-04-21,S1C_IW_GRDH_1SDV_20260421T151313_20260421T151337_007316_00ED60_rtc,VV,-4.7487270384745885,-13.39077931382927,0.7001599406604063,-5.012665636784491,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-21/sentinel_rtc.tif
sp,SP_2_7,2026-04-23,S1C_IW_GRDH_1SDV_20260423T034515_20260423T034544_007338_00EE27_rtc,VH,-13.013942603138888,-20.09666316428553,-8.231720733018685,-13.295754343418043,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-23/sentinel_rtc.tif
sp,SP_2_7,2026-04-23,S1C_IW_GRDH_1SDV_20260423T034515_20260423T034544_007338_00EE27_rtc,VV,-4.121210220283361,-13.04380911426129,0.5699135090302088,-4.390904299218183,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-23/sentinel_rtc.tif
sp,SP_2_7,2026-04-24,S1A_IW_GRDH_1SDV_20260424T033800_20260424T033825_064216_081547_rtc,VH,-12.971842331787737,-20.063444251588017,-7.077815819449551,-13.254383911093912,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-24/sentinel_rtc.tif
sp,SP_2_7,2026-04-24,S1A_IW_GRDH_1SDV_20260424T033800_20260424T033825_064216_081547_rtc,VV,-5.038918944896542,-13.246495682849744,-0.07779080338141893,-5.208591484468523,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-24/sentinel_rtc.tif
sp,SP_2_7,2026-04-30,S1C_IW_GRDH_1SDV_20260430T033656_20260430T033721_007440_00F18F_rtc,VH,-13.624343831369226,-21.495935187662663,-8.38674902752623,-13.940993940542256,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-30/sentinel_rtc.tif
sp,SP_2_7,2026-04-30,S1C_IW_GRDH_1SDV_20260430T033656_20260430T033721_007440_00F18F_rtc,VV,-5.227619293910419,-12.611264529653328,-0.3316590943414527,-5.438214793208859,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-04-30/sentinel_rtc.tif
sp,SP_2_7,2026-05-03,S1C_IW_GRDH_1SDV_20260503T151314_20260503T151337_007491_00F357_rtc,VH,-14.420375353306996,-23.274208397322237,-9.514587040368882,-14.740842398213736,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-03/sentinel_rtc.tif
sp,SP_2_7,2026-05-03,S1C_IW_GRDH_1SDV_20260503T151314_20260503T151337_007491_00F357_rtc,VV,-5.443224103073922,-13.672601457389122,-0.5788380147205009,-5.864634232962386,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-03/sentinel_rtc.tif
sp,SP_2_7,2026-05-05,S1C_IW_GRDH_1SDV_20260505T034516_20260505T034545_007513_00F415_rtc,VH,-14.01812428059165,-21.831711025684328,-9.212731382351842,-14.371347036460335,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-05/sentinel_rtc.tif
sp,SP_2_7,2026-05-05,S1C_IW_GRDH_1SDV_20260505T034516_20260505T034545_007513_00F415_rtc,VV,-4.942481655022975,-11.613603093168994,1.298442747876398,-5.455238363438825,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-05/sentinel_rtc.tif
sp,SP_2_7,2026-05-06,S1A_IW_GRDH_1SDV_20260506T033759_20260506T033824_064391_081BC3_rtc,VH,-15.744289315086963,-24.015600082055542,-10.340990329142654,-16.214325532266585,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-06/sentinel_rtc.tif
sp,SP_2_7,2026-05-06,S1A_IW_GRDH_1SDV_20260506T033759_20260506T033824_064391_081BC3_rtc,VV,-6.756434546848404,-13.974914925318267,-1.7304961717771423,-7.189825584714612,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-06/sentinel_rtc.tif
sp,SP_2_7,2026-05-13,S1D_IW_GRDH_1SDV_20260513T033707_20260513T033732_002760_004A94_rtc,VH,-13.754659400081854,-20.194487362567063,-9.507641965759454,-14.0155531791296,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-13/sentinel_rtc.tif
sp,SP_2_7,2026-05-13,S1D_IW_GRDH_1SDV_20260513T033707_20260513T033732_002760_004A94_rtc,VV,-5.42100878542363,-13.0825680097694,-0.8225118143359758,-5.622509661549725,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-13/sentinel_rtc.tif
sp,SP_2_7,2026-05-15,S1C_IW_GRDH_1SDV_20260515T151314_20260515T151338_007666_00F93D_rtc,VH,-17.432081264301406,-25.818611560461655,-11.380172147797953,-18.260233812467426,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-15/sentinel_rtc.tif
sp,SP_2_7,2026-05-15,S1C_IW_GRDH_1SDV_20260515T151314_20260515T151338_007666_00F93D_rtc,VV,-8.170712581232394,-15.680864359872377,-1.8172301127719392,-8.636326444185228,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-15/sentinel_rtc.tif
sp,SP_2_7,2026-05-16,S1D_IW_GRDH_1SDV_20260516T151324_20260516T151348_002811_004C4E_rtc,VH,-18.129527817683147,-25.89587482558041,-10.342214466915536,-19.24512819241442,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-16/sentinel_rtc.tif
sp,SP_2_7,2026-05-16,S1D_IW_GRDH_1SDV_20260516T151324_20260516T151348_002811_004C4E_rtc,VV,-9.05167016801973,-15.53728934752711,-2.9648155520247386,-9.501571057568404,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-16/sentinel_rtc.tif
sp,SP_2_7,2026-05-17,S1C_IW_GRDH_1SDV_20260517T034517_20260517T034546_007688_00FA01_rtc,VH,-16.382622604219485,-22.653681059407482,-10.907345883001511,-16.82619974652903,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-17/sentinel_rtc.tif
sp,SP_2_7,2026-05-17,S1C_IW_GRDH_1SDV_20260517T034517_20260517T034546_007688_00FA01_rtc,VV,-7.8580686258598265,-14.308894089334217,-2.536605524109529,-8.299721027272554,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-17/sentinel_rtc.tif
sp,SP_2_7,2026-05-18,S1D_IW_GRDH_1SDV_20260518T034527_20260518T034556_002833_004D0E_rtc,VH,-12.662757618039066,-18.476797807232714,-8.237778467012852,-12.913603717148545,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-18/sentinel_rtc.tif
sp,SP_2_7,2026-05-18,S1D_IW_GRDH_1SDV_20260518T034527_20260518T034556_002833_004D0E_rtc,VV,-4.386838616241604,-13.376361927314111,0.33089475451974204,-4.51847966946817,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-18/sentinel_rtc.tif
sp,SP_2_7,2026-05-24,S1C_IW_GRDH_1SDV_20260524T033658_20260524T033723_007790_00FD50_rtc,VH,-17.785110822061483,-24.170566479478413,-12.031746729798517,-18.28670353945274,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-24/sentinel_rtc.tif
sp,SP_2_7,2026-05-24,S1C_IW_GRDH_1SDV_20260524T033658_20260524T033723_007790_00FD50_rtc,VV,-10.087906766200037,-16.897825455873985,-5.5437707981179205,-10.337446581127649,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-24/sentinel_rtc.tif
sp,SP_2_7,2026-05-25,S1D_IW_GRDH_1SDV_20260525T033707_20260525T033732_002935_005068_rtc,VH,-14.736392013243984,-20.34946090241864,-9.749102865337449,-15.005670084925542,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-25/sentinel_rtc.tif
sp,SP_2_7,2026-05-25,S1D_IW_GRDH_1SDV_20260525T033707_20260525T033732_002935_005068_rtc,VV,-7.023141757228113,-13.538411675656716,-2.4694532118013246,-7.247350594882586,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-25/sentinel_rtc.tif
sp,SP_2_7,2026-05-27,S1C_IW_GRDH_1SDV_20260527T151315_20260527T151339_007841_00FF16_rtc,VH,-13.454036759897484,-18.8935236773951,-9.103130153549227,-13.68478198939764,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-27/sentinel_rtc.tif
sp,SP_2_7,2026-05-27,S1C_IW_GRDH_1SDV_20260527T151315_20260527T151339_007841_00FF16_rtc,VV,-5.621277277587787,-15.61398614189576,-0.8255777426221778,-5.781490034151945,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-27/sentinel_rtc.tif
sp,SP_2_7,2026-05-28,S1D_IW_GRDH_1SDV_20260528T151325_20260528T151349_002986_005220_rtc,VH,-15.139864163388896,-21.758740124267764,-10.233816716767114,-15.390576919943529,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-28/sentinel_rtc.tif
sp,SP_2_7,2026-05-28,S1D_IW_GRDH_1SDV_20260528T151325_20260528T151349_002986_005220_rtc,VV,-7.247956485856317,-14.73345319263082,-2.5270544701962425,-7.504401682928458,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-28/sentinel_rtc.tif
sp,SP_2_7,2026-05-29,S1C_IW_GRDH_1SDV_20260529T034517_20260529T034547_007863_00FFD9_rtc,VH,-14.21437827669167,-21.60507817178503,-9.576198320345329,-14.486704609064653,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-29/sentinel_rtc.tif
sp,SP_2_7,2026-05-29,S1C_IW_GRDH_1SDV_20260529T034517_20260529T034547_007863_00FFD9_rtc,VV,-5.951386739265501,-15.949528328093736,-0.5018829293935029,-6.2020592112682404,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-29/sentinel_rtc.tif
sp,SP_2_7,2026-05-30,S1D_IW_GRDH_1SDV_20260530T034527_20260530T034556_003008_0052E2_rtc,VH,-17.389982292805374,-22.481328351423365,-12.664596232913311,-17.734629835832568,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-30/sentinel_rtc.tif
sp,SP_2_7,2026-05-30,S1D_IW_GRDH_1SDV_20260530T034527_20260530T034556_003008_0052E2_rtc,VV,-8.601112684644326,-16.695813699138814,-3.117181385943699,-8.919510434255967,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-05-30/sentinel_rtc.tif
sp,SP_2_7,2026-06-08,S1C_IW_GRDH_1SDV_20260608T151316_20260608T151339_008016_0104E2_rtc,VH,-20.038056226392726,-29.203095283786663,-11.091657962886094,-22.104033743919214,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-08/sentinel_rtc.tif
sp,SP_2_7,2026-06-08,S1C_IW_GRDH_1SDV_20260608T151316_20260608T151339_008016_0104E2_rtc,VV,-5.117732845056388,-16.675485449207233,12.318902453341732,-9.278305973654273,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-08/sentinel_rtc.tif
sp,SP_2_7,2026-06-09,S1D_IW_GRDH_1SDV_20260609T151326_20260609T151349_003161_0057F5_rtc,VH,-20.44259239470806,-28.947314770841523,-12.493626879316452,-22.469949691934623,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-09/sentinel_rtc.tif
sp,SP_2_7,2026-06-09,S1D_IW_GRDH_1SDV_20260609T151326_20260609T151349_003161_0057F5_rtc,VV,-5.289333803382441,-17.17954246671837,12.435050348175665,-9.166676541962408,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-09/sentinel_rtc.tif
sp,SP_2_7,2026-06-11,S1D_IW_GRDH_1SDV_20260611T034528_20260611T034557_003183_0058B3_rtc,VH,-20.01371236223771,-27.47794174292478,-11.723585820609186,-21.69546831302035,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-11/sentinel_rtc.tif
sp,SP_2_7,2026-06-11,S1D_IW_GRDH_1SDV_20260611T034528_20260611T034557_003183_0058B3_rtc,VV,-12.487767919009418,-18.955804325475427,-6.453564824255284,-12.823097793296771,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-11/sentinel_rtc.tif
sp,SP_2_7,2026-06-18,S1D_IW_GRDH_1SDV_20260618T033709_20260618T033734_003285_005BFE_rtc,VH,-20.167904716594283,-28.45219558872958,-11.022963025025405,-22.418397064449493,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-18/sentinel_rtc.tif
sp,SP_2_7,2026-06-18,S1D_IW_GRDH_1SDV_20260618T033709_20260618T033734_003285_005BFE_rtc,VV,-11.890228938549093,-18.686907803502905,-3.680281547223327,-12.284400991065947,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-18/sentinel_rtc.tif
sp,SP_2_7,2026-06-21,S1D_IW_GRDH_1SDV_20260621T151327_20260621T151351_003336_005DAB_rtc,VH,-20.011278058843345,-28.90006804793234,-11.891857995196668,-22.52277882381277,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-21/sentinel_rtc.tif
sp,SP_2_7,2026-06-21,S1D_IW_GRDH_1SDV_20260621T151327_20260621T151351_003336_005DAB_rtc,VV,-2.3656258928616785,-15.312830222458942,14.857075987554417,-6.345035199083254,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-21/sentinel_rtc.tif
sp,SP_2_7,2026-06-23,S1D_IW_GRDH_1SDV_20260623T034529_20260623T034558_003358_005E68_rtc,VH,-16.463587855198853,-22.109728056413992,-10.523127770235522,-17.181910608541852,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-23/sentinel_rtc.tif
sp,SP_2_7,2026-06-23,S1D_IW_GRDH_1SDV_20260623T034529_20260623T034558_003358_005E68_rtc,VV,-7.215284962765212,-15.35194027060075,-2.8854930120188653,-7.388782035673361,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-23/sentinel_rtc.tif
sp,SP_2_7,2026-06-27,S1C_IW_GRDH_1SDV_20260627T151314_20260627T151338_008293_010679_rtc,VH,-18.693038395496835,-26.847931143647227,-11.372629008679274,-20.229512451742877,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-27/sentinel_rtc.tif
sp,SP_2_7,2026-06-27,S1C_IW_GRDH_1SDV_20260627T151314_20260627T151338_008293_010679_rtc,VV,3.0529922787775066,-15.241094604687678,21.47882531726352,-2.245075778414422,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-27/sentinel_rtc.tif
sp,SP_2_7,2026-06-29,S1C_IW_GRDH_1SDV_20260629T034516_20260629T034545_008315_010739_rtc,VH,-18.4280334316804,-26.353349425535658,-9.332540838572974,-19.35048287885869,2953,767,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sentinel1/sp/SP_2_7/2026-06-29/sentinel_rtc.tif
