dataset,field_id,scene_date,scene_id,index,zonal_mean,zonal_min,zonal_max,zonal_median,valid_pixel_count,nodata_pixel_count,aoi_cloud_cover,analysis_raster
sp,SP_1_8,2026-04-22,S2A_MSIL2A_20260422T083741_R064_T37UDA_20260422T123509,FCOVER,0.01705113798379898,0.000490738486405462,0.09074845910072327,0.016493313014507294,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-04-22/sentinel_analysis.tif
sp,SP_1_8,2026-05-05,S2B_MSIL2A_20260505T083559_R064_T37UDA_20260505T105708,NDVI,0.10148810595273972,0.06145603954792023,0.3189830780029297,0.09254617244005203,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-05/sentinel_analysis.tif
sp,SP_1_8,2026-05-05,S2B_MSIL2A_20260505T083559_R064_T37UDA_20260505T105708,NDMI,-0.2447327971458435,-0.3298093378543854,0.006129458546638489,-0.254527747631073,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-05/sentinel_analysis.tif
sp,SP_1_8,2026-05-05,S2B_MSIL2A_20260505T083559_R064_T37UDA_20260505T105708,NDRE,0.07025668770074844,-0.011435836553573608,0.19429051876068115,0.0648488849401474,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-05/sentinel_analysis.tif
sp,SP_1_8,2026-05-05,S2B_MSIL2A_20260505T083559_R064_T37UDA_20260505T105708,SAVI,0.06759165972471237,0.03547108173370361,0.24819520115852356,0.05787132307887077,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-05/sentinel_analysis.tif
sp,SP_1_8,2026-05-05,S2B_MSIL2A_20260505T083559_R064_T37UDA_20260505T105708,FCOVER,0.011656807735562325,0.0,0.15618795156478882,0.011512384749948978,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-05/sentinel_analysis.tif
sp,SP_1_8,2026-05-07,S2C_MSIL2A_20260507T082651_R021_T37UDA_20260508T133027,NDVI,0.11906787008047104,0.07509645819664001,0.37028512358665466,0.10759042948484421,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-07/sentinel_analysis.tif
sp,SP_1_8,2026-05-07,S2C_MSIL2A_20260507T082651_R021_T37UDA_20260508T133027,NDMI,-0.24790242314338684,-0.33321481943130493,0.031530894339084625,-0.2632303237915039,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-07/sentinel_analysis.tif
sp,SP_1_8,2026-05-07,S2C_MSIL2A_20260507T082651_R021_T37UDA_20260508T133027,NDRE,0.0819782093167305,-0.010292970575392246,0.21429705619812012,0.07683879137039185,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-07/sentinel_analysis.tif
sp,SP_1_8,2026-05-07,S2C_MSIL2A_20260507T082651_R021_T37UDA_20260508T133027,SAVI,0.08354521542787552,0.045345913618803024,0.294590026140213,0.07329671084880829,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-07/sentinel_analysis.tif
sp,SP_1_8,2026-05-07,S2C_MSIL2A_20260507T082651_R021_T37UDA_20260508T133027,FCOVER,0.013795827515423298,0.0,0.22078107297420502,0.008895240724086761,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-07/sentinel_analysis.tif
sp,SP_1_8,2026-05-17,S2C_MSIL2A_20260517T082601_R021_T37UDA_20260517T135212,NDVI,0.1899254471063614,0.12035994976758957,0.5435356497764587,0.159671351313591,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-17/sentinel_analysis.tif
sp,SP_1_8,2026-05-17,S2C_MSIL2A_20260517T082601_R021_T37UDA_20260517T135212,NDMI,-0.1823250949382782,-0.26199719309806824,0.18447691202163696,-0.21440626680850983,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-17/sentinel_analysis.tif
sp,SP_1_8,2026-05-17,S2C_MSIL2A_20260517T082601_R021_T37UDA_20260517T135212,NDRE,0.11631529033184052,0.04841801896691322,0.3719869554042816,0.09814964979887009,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-17/sentinel_analysis.tif
sp,SP_1_8,2026-05-17,S2C_MSIL2A_20260517T082601_R021_T37UDA_20260517T135212,SAVI,0.14101657271385193,0.0835498794913292,0.47047877311706543,0.11496008932590485,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-17/sentinel_analysis.tif
sp,SP_1_8,2026-05-17,S2C_MSIL2A_20260517T082601_R021_T37UDA_20260517T135212,FCOVER,0.06599617749452591,0.014559774659574032,0.42219078540802,0.02925989031791687,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-17/sentinel_analysis.tif
sp,SP_1_8,2026-05-20,S2C_MSIL2A_20260520T083601_R064_T37UDA_20260520T135803,NDVI,0.23132728040218353,0.1337612420320511,0.6278569102287292,0.1934790313243866,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-20/sentinel_analysis.tif
sp,SP_1_8,2026-05-20,S2C_MSIL2A_20260520T083601_R064_T37UDA_20260520T135803,NDMI,-0.1600123643875122,-0.2623828649520874,0.264411062002182,-0.20157231390476227,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-20/sentinel_analysis.tif
sp,SP_1_8,2026-05-20,S2C_MSIL2A_20260520T083601_R064_T37UDA_20260520T135803,NDRE,0.14298897981643677,0.05870391055941582,0.4465950131416321,0.11931264400482178,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-20/sentinel_analysis.tif
sp,SP_1_8,2026-05-20,S2C_MSIL2A_20260520T083601_R064_T37UDA_20260520T135803,SAVI,0.16734792292118073,0.08785834908485413,0.5631934404373169,0.13384217023849487,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-20/sentinel_analysis.tif
sp,SP_1_8,2026-05-20,S2C_MSIL2A_20260520T083601_R064_T37UDA_20260520T135803,FCOVER,0.08816439658403397,0.01506777759641409,0.5607016086578369,0.03933456167578697,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-20/sentinel_analysis.tif
sp,SP_1_8,2026-05-22,S2B_MSIL2A_20260522T082559_R021_T37UDA_20260522T122936,NDVI,0.45721834897994995,0.24833030998706818,0.7743251323699951,0.4054749310016632,69,9243,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-22/sentinel_analysis.tif
sp,SP_1_8,2026-05-22,S2B_MSIL2A_20260522T082559_R021_T37UDA_20260522T122936,NDMI,0.004463486839085817,-0.1169649139046669,0.26797249913215637,-0.05651603639125824,69,9243,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-22/sentinel_analysis.tif
sp,SP_1_8,2026-05-22,S2B_MSIL2A_20260522T082559_R021_T37UDA_20260522T122936,NDRE,0.26860910654067993,0.17620137333869934,0.4792490303516388,0.21831892430782318,69,9243,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-22/sentinel_analysis.tif
sp,SP_1_8,2026-05-22,S2B_MSIL2A_20260522T082559_R021_T37UDA_20260522T122936,SAVI,0.347927063703537,0.18514235317707062,0.6508089900016785,0.31700658798217773,69,9243,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-22/sentinel_analysis.tif
sp,SP_1_8,2026-05-22,S2B_MSIL2A_20260522T082559_R021_T37UDA_20260522T122936,FCOVER,0.32166460156440735,0.1267307698726654,0.7048889398574829,0.2938065826892853,69,9243,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-05-22/sentinel_analysis.tif
sp,SP_1_8,2026-06-06,S2C_MSIL2A_20260606T082601_R021_T37UDA_20260606T135619,NDVI,0.17908653616905212,0.08277162909507751,0.6772167086601257,0.13013865053653717,5837,3475,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-06/sentinel_analysis.tif
sp,SP_1_8,2026-06-06,S2C_MSIL2A_20260606T082601_R021_T37UDA_20260606T135619,NDMI,-0.2245015949010849,-0.3241333067417145,0.34652310609817505,-0.2756420075893402,5837,3475,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-06/sentinel_analysis.tif
sp,SP_1_8,2026-06-06,S2C_MSIL2A_20260606T082601_R021_T37UDA_20260606T135619,NDRE,0.1252003312110901,0.053980350494384766,0.5008360147476196,0.0931795984506607,5837,3475,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-06/sentinel_analysis.tif
sp,SP_1_8,2026-06-06,S2C_MSIL2A_20260606T082601_R021_T37UDA_20260606T135619,SAVI,0.13030365109443665,0.05287633091211319,0.633303165435791,0.08796599507331848,5837,3475,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-06/sentinel_analysis.tif
sp,SP_1_8,2026-06-06,S2C_MSIL2A_20260606T082601_R021_T37UDA_20260606T135619,FCOVER,0.06662257760763168,0.0019978873897343874,0.7799232006072998,0.011114113964140415,5837,3475,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-06/sentinel_analysis.tif
sp,SP_1_8,2026-06-08,S2A_MSIL2A_20260608T082751_R021_T37UDA_20260608T120920,NDVI,0.2095789760351181,0.08261951059103012,0.6728706359863281,0.13039201498031616,2636,6676,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-08/sentinel_analysis.tif
sp,SP_1_8,2026-06-08,S2A_MSIL2A_20260608T082751_R021_T37UDA_20260608T120920,NDMI,-0.17558036744594574,-0.3211008906364441,0.4409627914428711,-0.2685048282146454,2636,6676,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-08/sentinel_analysis.tif
sp,SP_1_8,2026-06-08,S2A_MSIL2A_20260608T082751_R021_T37UDA_20260608T120920,NDRE,0.1542431265115738,0.041517145931720734,0.6199414730072021,0.09111641347408295,2636,6676,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-08/sentinel_analysis.tif
sp,SP_1_8,2026-06-08,S2A_MSIL2A_20260608T082751_R021_T37UDA_20260608T120920,SAVI,0.16159763932228088,0.05203619971871376,0.6244565844535828,0.08837094902992249,2636,6676,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-08/sentinel_analysis.tif
sp,SP_1_8,2026-06-08,S2A_MSIL2A_20260608T082751_R021_T37UDA_20260608T120920,FCOVER,0.11877390742301941,0.0010403821943327785,0.7903456091880798,0.013932970352470875,2636,6676,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-08/sentinel_analysis.tif
sp,SP_1_8,2026-06-11,S2B_MSIL2A_20260611T082559_R021_T37UDA_20260611T121655,NDVI,0.3050093352794647,0.13005571067333221,0.8120707273483276,0.1810445636510849,802,8510,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-11/sentinel_analysis.tif
sp,SP_1_8,2026-06-11,S2B_MSIL2A_20260611T082559_R021_T37UDA_20260611T121655,NDMI,-0.08067668229341507,-0.27069422602653503,0.5194216370582581,-0.20647436380386353,802,8510,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-11/sentinel_analysis.tif
sp,SP_1_8,2026-06-11,S2B_MSIL2A_20260611T082559_R021_T37UDA_20260611T121655,NDRE,0.21775901317596436,0.08325791358947754,0.6539949178695679,0.12991702556610107,802,8510,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-11/sentinel_analysis.tif
sp,SP_1_8,2026-06-11,S2B_MSIL2A_20260611T082559_R021_T37UDA_20260611T121655,SAVI,0.24036701023578644,0.0882352963089943,0.7038335204124451,0.1285397708415985,802,8510,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-11/sentinel_analysis.tif
sp,SP_1_8,2026-06-11,S2B_MSIL2A_20260611T082559_R021_T37UDA_20260611T121655,FCOVER,0.20113223791122437,0.01067795604467392,0.7411191463470459,0.03983261436223984,802,8510,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-06-11/sentinel_analysis.tif
sp,SP_1_8,2026-07-19,S2C_MSIL2A_20260719T083601_R064_T37UDA_20260719T135608,NDVI,0.6691893339157104,0.35753658413887024,0.7096040844917297,0.682367205619812,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-07-19/sentinel_analysis.tif
sp,SP_1_8,2026-07-19,S2C_MSIL2A_20260719T083601_R064_T37UDA_20260719T135608,NDMI,0.3993956744670868,0.07657520473003387,0.456272155046463,0.41689062118530273,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-07-19/sentinel_analysis.tif
sp,SP_1_8,2026-07-19,S2C_MSIL2A_20260719T083601_R064_T37UDA_20260719T135608,NDRE,0.4899660050868988,0.20658326148986816,0.5458685755729675,0.5091925859451294,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-07-19/sentinel_analysis.tif
sp,SP_1_8,2026-07-19,S2C_MSIL2A_20260719T083601_R064_T37UDA_20260719T135608,SAVI,0.6075716614723206,0.27497321367263794,0.6660803556442261,0.6232418417930603,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-07-19/sentinel_analysis.tif
sp,SP_1_8,2026-07-19,S2C_MSIL2A_20260719T083601_R064_T37UDA_20260719T135608,FCOVER,0.8773120045661926,0.3905373215675354,0.9636116623878479,0.9108206033706665,7072,2240,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-07-19/sentinel_analysis.tif
sp,SP_1_8,2026-08-10,S2B_MSIL2A_20260810T082559_R021_T37UDA_20260810T105805,NDVI,0.3834216594696045,0.2297927737236023,0.7714385390281677,0.340752512216568,952,8360,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-08-10/sentinel_analysis.tif
sp,SP_1_8,2026-08-10,S2B_MSIL2A_20260810T082559_R021_T37UDA_20260810T105805,NDMI,0.0442001074552536,-0.1397007554769516,0.4473760724067688,0.04139753431081772,952,8360,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-08-10/sentinel_analysis.tif
sp,SP_1_8,2026-08-10,S2B_MSIL2A_20260810T082559_R021_T37UDA_20260810T105805,NDRE,0.2568058967590332,0.13080863654613495,0.602806806564331,0.23065532743930817,952,8360,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-08-10/sentinel_analysis.tif
sp,SP_1_8,2026-08-10,S2B_MSIL2A_20260810T082559_R021_T37UDA_20260810T105805,SAVI,0.31222817301750183,0.17346937954425812,0.6188947558403015,0.29028141498565674,952,8360,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-08-10/sentinel_analysis.tif
sp,SP_1_8,2026-08-10,S2B_MSIL2A_20260810T082559_R021_T37UDA_20260810T105805,FCOVER,0.26833376288414,0.03504948318004608,0.5762729048728943,0.2580512464046478,952,8360,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-08-10/sentinel_analysis.tif
sp,SP_1_8,2026-08-15,S2C_MSIL2A_20260815T082601_R021_T37UDA_20260824T114927,NDVI,0.3488103449344635,0.03127271309494972,0.7565885782241821,0.3348695635795593,3922,5390,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-08-15/sentinel_analysis.tif
sp,SP_1_8,2026-08-15,S2C_MSIL2A_20260815T082601_R021_T37UDA_20260824T114927,NDMI,0.02434980310499668,-0.6122004389762878,0.3116981089115143,0.022386545315384865,3922,5390,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-08-15/sentinel_analysis.tif
sp,SP_1_8,2026-08-15,S2C_MSIL2A_20260815T082601_R021_T37UDA_20260824T114927,NDRE,0.21521665155887604,-0.508480429649353,0.47163423895835876,0.2074068784713745,3922,5390,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-08-15/sentinel_analysis.tif
sp,SP_1_8,2026-08-15,S2C_MSIL2A_20260815T082601_R021_T37UDA_20260824T114927,SAVI,0.2861488461494446,0.010117643512785435,0.5926032066345215,0.27765464782714844,3922,5390,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-08-15/sentinel_analysis.tif
sp,SP_1_8,2026-08-15,S2C_MSIL2A_20260815T082601_R021_T37UDA_20260824T114927,FCOVER,0.23759308457374573,0.05188821256160736,0.5324188470840454,0.23338273167610168,3922,5390,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_8/2026-08-15/sentinel_analysis.tif
sp,SP_1_9,2026-04-22,S2A_MSIL2A_20260422T083741_R064_T37UDA_20260422T123509,NDVI,0.08739893138408661,0.051989514380693436,0.1996859759092331,0.08613857626914978,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-04-22/sentinel_analysis.tif
sp,SP_1_9,2026-04-22,S2A_MSIL2A_20260422T083741_R064_T37UDA_20260422T123509,NDMI,-0.2193278819322586,-0.2534448802471161,-0.02005733549594879,-0.2249794900417328,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-04-22/sentinel_analysis.tif
sp,SP_1_9,2026-04-22,S2A_MSIL2A_20260422T083741_R064_T37UDA_20260422T123509,NDRE,0.0671224594116211,0.021597540006041527,0.17898353934288025,0.06596994400024414,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-04-22/sentinel_analysis.tif
sp,SP_1_9,2026-04-22,S2A_MSIL2A_20260422T083741_R064_T37UDA_20260422T123509,SAVI,0.04968329146504402,0.03087051771581173,0.129747211933136,0.04868683964014053,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-04-22/sentinel_analysis.tif
sp,SP_1_9,2026-04-22,S2A_MSIL2A_20260422T083741_R064_T37UDA_20260422T123509,FCOVER,0.017514167353510857,0.00724948151037097,0.04610157012939453,0.016616597771644592,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-04-22/sentinel_analysis.tif
sp,SP_1_9,2026-05-05,S2B_MSIL2A_20260505T083559_R064_T37UDA_20260505T105708,NDVI,0.09658640623092651,0.06345586478710175,0.2889822721481323,0.09642396867275238,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-05/sentinel_analysis.tif
sp,SP_1_9,2026-05-05,S2B_MSIL2A_20260505T083559_R064_T37UDA_20260505T105708,NDMI,-0.2596282660961151,-0.3221742510795593,-0.05234253406524658,-0.2617502212524414,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-05/sentinel_analysis.tif
sp,SP_1_9,2026-05-05,S2B_MSIL2A_20260505T083559_R064_T37UDA_20260505T105708,NDRE,0.06852260231971741,-0.0032967180013656616,0.190032497048378,0.06849613785743713,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-05/sentinel_analysis.tif
sp,SP_1_9,2026-05-05,S2B_MSIL2A_20260505T083559_R064_T37UDA_20260505T105708,SAVI,0.06358858197927475,0.036231860518455505,0.20002155005931854,0.06284622848033905,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-05/sentinel_analysis.tif
sp,SP_1_9,2026-05-05,S2B_MSIL2A_20260505T083559_R064_T37UDA_20260505T105708,FCOVER,0.007277322001755238,0.0,0.09564979374408722,0.007824860513210297,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-05/sentinel_analysis.tif
sp,SP_1_9,2026-05-07,S2C_MSIL2A_20260507T082651_R021_T37UDA_20260508T133027,NDVI,0.10795729607343674,0.07705629616975784,0.3950795829296112,0.10657836496829987,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-07/sentinel_analysis.tif
sp,SP_1_9,2026-05-07,S2C_MSIL2A_20260507T082651_R021_T37UDA_20260508T133027,NDMI,-0.2657879889011383,-0.3332206606864929,-0.012295115739107132,-0.2684829831123352,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-07/sentinel_analysis.tif
sp,SP_1_9,2026-05-07,S2C_MSIL2A_20260507T082651_R021_T37UDA_20260508T133027,NDRE,0.07593414932489395,0.0027954350225627422,0.23635031282901764,0.0763586014509201,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-07/sentinel_analysis.tif
sp,SP_1_9,2026-05-07,S2C_MSIL2A_20260507T082651_R021_T37UDA_20260508T133027,SAVI,0.07451996952295303,0.0460301898419857,0.2913998067378998,0.0745520070195198,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-07/sentinel_analysis.tif
sp,SP_1_9,2026-05-07,S2C_MSIL2A_20260507T082651_R021_T37UDA_20260508T133027,FCOVER,0.0067384750582277775,0.0,0.18896539509296417,0.005337703041732311,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-07/sentinel_analysis.tif
sp,SP_1_9,2026-05-17,S2C_MSIL2A_20260517T082601_R021_T37UDA_20260517T135212,NDVI,0.16301752626895905,0.1143718808889389,0.6317567229270935,0.14657871425151825,250,9947,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-17/sentinel_analysis.tif
sp,SP_1_9,2026-05-17,S2C_MSIL2A_20260517T082601_R021_T37UDA_20260517T135212,NDMI,-0.2197761833667755,-0.25534215569496155,0.07236351817846298,-0.235383540391922,250,9947,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-17/sentinel_analysis.tif
sp,SP_1_9,2026-05-17,S2C_MSIL2A_20260517T082601_R021_T37UDA_20260517T135212,NDRE,0.10169821977615356,0.07472884654998779,0.28044822812080383,0.09299840033054352,250,9947,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-17/sentinel_analysis.tif
sp,SP_1_9,2026-05-17,S2C_MSIL2A_20260517T082601_R021_T37UDA_20260517T135212,SAVI,0.11988885700702667,0.08556392043828964,0.39359211921691895,0.10846565663814545,250,9947,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-17/sentinel_analysis.tif
sp,SP_1_9,2026-05-17,S2C_MSIL2A_20260517T082601_R021_T37UDA_20260517T135212,FCOVER,0.031469088047742844,0.0,0.34618088603019714,0.018144477158784866,250,9947,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-17/sentinel_analysis.tif
sp,SP_1_9,2026-05-20,S2C_MSIL2A_20260520T083601_R064_T37UDA_20260520T135803,NDVI,0.20512206852436066,0.12812499701976776,0.5311524271965027,0.19859889149665833,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-20/sentinel_analysis.tif
sp,SP_1_9,2026-05-20,S2C_MSIL2A_20260520T083601_R064_T37UDA_20260520T135803,NDMI,-0.19124040007591248,-0.2760661542415619,0.17260482907295227,-0.19685189425945282,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-20/sentinel_analysis.tif
sp,SP_1_9,2026-05-20,S2C_MSIL2A_20260520T083601_R064_T37UDA_20260520T135803,NDRE,0.1258142590522766,0.06450796872377396,0.35594698786735535,0.12152161449193954,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-20/sentinel_analysis.tif
sp,SP_1_9,2026-05-20,S2C_MSIL2A_20260520T083601_R064_T37UDA_20260520T135803,SAVI,0.14286145567893982,0.08304496854543686,0.43729138374328613,0.13763093948364258,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-20/sentinel_analysis.tif
sp,SP_1_9,2026-05-20,S2C_MSIL2A_20260520T083601_R064_T37UDA_20260520T135803,FCOVER,0.051439810544252396,0.008307068608701229,0.40475228428840637,0.043132487684488297,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-20/sentinel_analysis.tif
sp,SP_1_9,2026-05-22,S2A_MSIL2A_20260522T084501_R064_T37UDA_20260522T134615,NDVI,0.2645207643508911,0.10116733610630035,0.5668187737464905,0.2616329789161682,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-22/sentinel_analysis.tif
sp,SP_1_9,2026-05-22,S2A_MSIL2A_20260522T084501_R064_T37UDA_20260522T134615,NDMI,-0.12736184895038605,-0.302081435918808,0.21672168374061584,-0.1298535168170929,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-22/sentinel_analysis.tif
sp,SP_1_9,2026-05-22,S2A_MSIL2A_20260522T084501_R064_T37UDA_20260522T134615,NDRE,0.17118941247463226,0.05181058496236801,0.4087178111076355,0.16879981756210327,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-22/sentinel_analysis.tif
sp,SP_1_9,2026-05-22,S2A_MSIL2A_20260522T084501_R064_T37UDA_20260522T134615,SAVI,0.19042915105819702,0.0617511048913002,0.4757772982120514,0.18666738271713257,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-22/sentinel_analysis.tif
sp,SP_1_9,2026-05-22,S2A_MSIL2A_20260522T084501_R064_T37UDA_20260522T134615,FCOVER,0.1161622703075409,0.009913673624396324,0.47083041071891785,0.10665756464004517,6652,3545,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-05-22/sentinel_analysis.tif
sp,SP_1_9,2026-06-06,S2C_MSIL2A_20260606T082601_R021_T37UDA_20260606T135619,NDVI,,,,,0,10197,0.0,/Users/korneev/Desktop/water-regime-gis/outputs/imagery/sp/SP_1_9/2026-06-06/sentinel_analysis.tif
